f_attemps,f_ishometeam,f_Corners,f_Offsides,f_Ball_Posession,f_Yellow_cards,f_Red_cards,f_Fouls_suffered,f_passes_attemted,f_passes_completed,f_pass_completion_rate,f_diameter,f_largest_cliques,f_countmax_cliques,f_reciprocity,f_global_clustering,f_diversity,f_hubs,f_authorities,f_pagerank_max,f_pagerank_mean,f_pagerank_median,f_assortativity,f_AverageNeighborhood,f_degree_centralization,f_betweenness_centralization,f_closeness_centralization,s_attemps,s_ishometeam,s_Corners,s_Offsides,s_Ball_Posession,s_Yellow_cards,s_Red_cards,s_Fouls_suffered,s_passes_attemted,s_passes_completed,s_pass_completion_rate,s_diameter,s_largest_cliques,s_countmax_cliques,s_reciprocity,s_global_clustering,s_diversity,s_hubs,s_authorities,s_pagerank_max,s_pagerank_mean,s_pagerank_median,s_assortativity,s_AverageNeighborhood,s_degree_centralization,s_betweenness_centralization,s_closeness_centralization,label
13,1,10,2,0.56,2,0,8,420,346,0.82,4,8,1,0.8780487804878049,0.7545454545454545,1.7944049935851927,0.1045334462205649,0.11149361901628901,0.14141405817755037,0.09090909090909091,0.09717977883132381,-0.19894414908754063,7.648015873015873,16.400000000000002,0.3111111111111111,8.885905760905763,9,0,4,0,0.44,2,0,15,340,280,0.82,4,8,3,0.8192771084337349,0.7700348432055749,1.8490592771328842,0.09043690260351728,0.11233425870398232,0.1540218013589903,0.09090909090909091,0.08416264535765856,-0.20349476044620626,7.72929292929293,16.6,0.30000000000000004,8.957875457875458,1
9,0,4,0,0.44,2,0,15,340,280,0.82,4,8,3,0.8192771084337349,0.7700348432055749,1.8490592771328842,0.09043690260351728,0.11233425870398232,0.1540218013589903,0.09090909090909091,0.08416264535765856,-0.20349476044620626,7.72929292929293,16.6,0.30000000000000004,8.957875457875458,13,1,10,2,0.56,2,0,8,420,346,0.82,4,8,1,0.8780487804878049,0.7545454545454545,1.7944049935851927,0.1045334462205649,0.11149361901628901,0.14141405817755037,0.09090909090909091,0.09717977883132381,-0.19894414908754063,7.648015873015873,16.400000000000002,0.3111111111111111,8.885905760905763,0
20,1,13,0,0.54,0,0,12,508,441,0.87,5,8,1,0.8780487804878049,0.7819148936170213,1.8344250134390936,0.10830414480607624,0.1115219683650523,0.14933921360401387,0.09090909090909091,0.09519541628270389,-0.20754372708973257,7.778751803751803,16.400000000000006,0.31111111111111117,8.910214785214785,8,0,3,0,0.46,1,0,12,438,373,0.85,4,9,1,0.8505747126436781,0.8209677419354838,1.8462202193216335,0.112668123164128,0.11513271628449522,0.1500557192944117,0.09090909090909093,0.08486336668733997,-0.25658169934427616,8.126731601731604,17.400000000000002,0.25555555555555554,9.279220779220779,1
8,0,3,0,0.46,1,0,12,438,373,0.85,4,9,1,0.8505747126436781,0.8209677419354838,1.8462202193216335,0.112668123164128,0.11513271628449522,0.1500557192944117,0.09090909090909093,0.08486336668733997,-0.25658169934427616,8.126731601731604,17.400000000000002,0.25555555555555554,9.279220779220779,20,1,13,0,0.54,0,0,12,508,441,0.87,5,8,1,0.8780487804878049,0.7819148936170213,1.8344250134390936,0.10830414480607624,0.1115219683650523,0.14933921360401387,0.09090909090909091,0.09519541628270389,-0.20754372708973257,7.778751803751803,16.400000000000006,0.31111111111111117,8.910214785214785,0
23,1,10,0,0.56,0,0,9,568,507,0.89,7,10,1,0.8636363636363636,0.8668730650154799,1.7779755732409082,0.11614452878439593,0.12410760918136551,0.13395515443198996,0.09090909090909091,0.09508678067667321,-0.21478000177839138,8.150937950937951,17.6,0.24444444444444446,9.433011433011433,10,0,0,0,0.44,2,1,15,452,395,0.87,4,9,2,0.8,0.802013422818792,1.8920145458788389,0.11566208768441213,0.13321755631605436,0.13026209382702933,0.09090909090909091,0.09692486619360681,-0.21319562604631617,7.875396825396825,17.000000000000004,0.2777777777777778,9.136655011655012,1
10,0,0,0,0.44,2,1,15,452,395,0.87,4,9,2,0.8,0.802013422818792,1.8920145458788389,0.11566208768441213,0.13321755631605436,0.13026209382702933,0.09090909090909091,0.09692486619360681,-0.21319562604631617,7.875396825396825,17.000000000000004,0.2777777777777778,9.136655011655012,23,1,10,0,0.56,0,0,9,568,507,0.89,7,10,1,0.8636363636363636,0.8668730650154799,1.7779755732409082,0.11614452878439593,0.12410760918136551,0.13395515443198996,0.09090909090909091,0.09508678067667321,-0.21478000177839138,8.150937950937951,17.6,0.24444444444444446,9.433011433011433,0
16,1,7,3,0.55,3,0,5,608,570,0.94,9,9,2,0.8837209302325582,0.8709150326797386,1.9224980602531616,0.11754541163615456,0.12488477114960186,0.1437502013658959,0.09090909090909091,0.09297312758425608,-0.16671425998216616,8.246933621933623,17.2,0.27777777777777773,9.22195348511138,7,0,0,1,0.45,0,0,13,518,474,0.92,5,8,4,0.9247311827956989,0.8647887323943662,1.7984878035877017,0.10349692113089817,0.10773566731021836,0.15593625699421731,0.09090909090909091,0.09131075172716821,-0.21271644575248375,8.611219336219335,18.6,0.18888888888888888,9.663170163170163,1
7,0,0,1,0.45,0,0,13,518,474,0.92,5,8,4,0.9247311827956989,0.8647887323943662,1.7984878035877017,0.10349692113089817,0.10773566731021836,0.15593625699421731,0.09090909090909091,0.09131075172716821,-0.21271644575248375,8.611219336219335,18.6,0.18888888888888888,9.663170163170163,16,1,7,3,0.55,3,0,5,608,570,0.94,9,9,2,0.8837209302325582,0.8709150326797386,1.9224980602531616,0.11754541163615456,0.12488477114960186,0.1437502013658959,0.09090909090909091,0.09297312758425608,-0.16671425998216616,8.246933621933623,17.2,0.27777777777777773,9.22195348511138,0
13,1,4,1,0.61,0,0,16,626,513,0.82,5,8,2,0.9213483146067416,0.8198198198198198,1.9439808359601765,0.10812437695744977,0.11683434685824687,0.17039295172762256,0.09090909090909091,0.08670726295847504,-0.20392868971883527,8.309487734487734,17.8,0.23333333333333336,9.334165834165836,7,0,5,6,0.39,2,0,14,322,225,0.7,3,8,2,0.7901234567901234,0.7641509433962265,1.8413903748459728,0.10641920820317877,0.12621947917997933,0.16520806280509182,0.09090909090909093,0.09379325953302373,-0.19719785797110725,7.416233766233767,16.200000000000003,0.32222222222222213,8.898559773559773,0
7,0,5,6,0.39,2,0,14,322,225,0.7,3,8,2,0.7901234567901234,0.7641509433962265,1.8413903748459728,0.10641920820317877,0.12621947917997933,0.16520806280509182,0.09090909090909093,0.09379325953302373,-0.19719785797110725,7.416233766233767,16.200000000000003,0.32222222222222213,8.898559773559773,13,1,4,1,0.61,0,0,16,626,513,0.82,5,8,2,0.9213483146067416,0.8198198198198198,1.9439808359601765,0.10812437695744977,0.11683434685824687,0.17039295172762256,0.09090909090909091,0.08670726295847504,-0.20392868971883527,8.309487734487734,17.8,0.23333333333333336,9.334165834165836,1
