attemps,ishometeam,Corners,Offsides,Ball_Posession,Yellow_cards,Red_cards,Fouls_suffered,passes_attemted,passes_completed,pass_completion_rate,diameter,largest_cliques,countmax_cliques,reciprocity,global_clustering,diversity,hubs,authorities,pagerank_max,pagerank_mean,pagerank_median,assortativity,AverageNeighborhood,degree_centralization,betweenness_centralization,closeness_centralization,label
5,1,7,5,0.42,5,0,3,270,177,0.66,5,7,4,0.5517241379310345,0.548689138576779,1.7143052427847492,0.08575796722581239,0.08698912303207694,0.13682054937487437,0.07142857142857142,0.06990103666168176,-0.14715273996374922,6.775340136054422,13.384615384615387,0.6666666666666665,9.09771871747104,1
13,0,4,4,0.58,1,0,13,398,320,0.8,5,8,6,0.7857142857142857,0.698051948051948,1.8964491875708147,0.09152756263708359,0.08245391910116934,0.12177585154254257,0.07142857142857142,0.06691410510771098,-0.2534778916340073,8.243408575551433,17.23076923076923,0.36538461538461536,9.948032912947179,0
16,1,5,6,0.46,2,0,12,617,553,0.9,5,8,4,0.8311688311688312,0.6517341040462428,1.9805095868507956,0.07246832559852863,0.07969687945498787,0.1108952664754372,0.058823529411764684,0.055113282867105706,-0.12008144886572457,9.744563279857399,19.25,0.49999999999999994,11.922399139973512,1
12,0,4,1,0.54,2,0,8,711,641,0.9,6,8,3,0.7903225806451613,0.6142557651991615,1.8029624676287908,0.08101529547166207,0.08435190765127042,0.16024959570325747,0.0588235294117647,0.047617911235057736,0.0700018033937843,8.053577794754265,15.5,0.6791666666666667,10.807747647595956,0
14,1,3,3,0.45,4,0,16,291,205,0.7,6,7,4,0.7021276595744681,0.5938511326860841,1.7902561109959028,0.09413689903672338,0.09199137826276839,0.12949091426662643,0.06666666666666665,0.06087406677768334,0.07395203044042818,6.56457671957672,13.428571428571429,0.8076923076923077,9.111144550000386,0
17,0,5,1,0.55,2,0,14,388,293,0.76,4,7,10,0.8297872340425532,0.7582089552238805,1.9303981762891085,0.11618052689458047,0.12341133177351943,0.14161440874034056,0.0833333333333333,0.08185364967468163,-0.18350434854133138,7.9696428571428575,17.090909090909093,0.34545454545454546,9.554964806435393,0
18,1,4,2,0.62,1,0,10,610,527,0.86,4,9,2,0.8780487804878049,0.7485981308411215,1.967939961006882,0.08705104582116575,0.11301287906072136,0.13275254628516475,0.07142857142857142,0.06747734770002059,-0.1983161096172464,9.427442398870971,18.923076923076927,0.3782051282051282,10.779435107376283,0
7,0,2,1,0.38,3,0,8,369,284,0.77,5,8,2,0.7326732673267327,0.6494413407821229,1.8474318036434574,0.08409257583517551,0.0948579863396842,0.15080383215320428,0.07142857142857141,0.0631459854328482,-0.1471740014425684,7.689656771799628,15.538461538461542,0.5576923076923076,9.7306323778847,0
21,1,8,0,0.57,1,0,7,691,638,0.92,5,9,2,0.855072463768116,0.7139344262295082,2.0260060388107406,0.0881366888347596,0.1010791067590187,0.12206296887995921,0.0625,0.06300197183443806,-0.2283486364966393,9.96019327894328,18.4,0.5047619047619047,11.409985386915322,1
3,0,2,2,0.43,1,0,9,450,394,0.88,6,7,2,0.7916666666666666,0.6158357771260997,1.6326309271543518,0.09730813241342863,0.0997126301946434,0.15293591439461435,0.06666666666666668,0.06043039097462101,-0.2712650140414928,8.16148148148148,13.714285714285714,0.7307692307692306,9.540604885192266,0
17,1,5,3,0.55,5,0,4,550,454,0.83,9,6,15,0.8103448275862069,0.6360619469026548,1.753091718977383,0.09154161763414428,0.09628679638267057,0.11722791476157493,0.062499999999999986,0.06213719660896874,-0.13135397900925055,7.853472222222222,15.466666666666665,0.5714285714285715,10.097137044001585,0
13,0,5,2,0.45,3,0,13,395,313,0.79,5,8,4,0.7676767676767676,0.6758241758241759,1.8240518899557496,0.09866100487792402,0.08704160274140413,0.11514181610115248,0.07142857142857142,0.07287755924514269,-0.005512961748178502,7.403233869305297,15.23076923076923,0.4935897435897436,9.251818672813256,1
17,1,7,4,0.71,0,0,4,801,745,0.93,7,9,1,0.9032258064516129,0.7294921875,1.9100099001870259,0.08593813758826456,0.08953907982025283,0.1513436805587885,0.06666666666666667,0.06498340104316881,-0.27590326726799,9.608922558922558,17.714285714285715,0.48351648351648346,10.924626713131223,1
5,0,2,4,0.29,1,0,7,271,219,0.81,7,7,1,0.6938775510204082,0.5617647058823529,1.6957425341696346,0.09872408608335874,0.11127677949899231,0.12166460128711609,0.06666666666666664,0.05397222439684363,-0.28594148561546096,7.468665038665038,13.999999999999998,0.6538461538461537,9.865741354162408,0
18,1,3,6,0.42,1,0,10,391,334,0.85,6,7,1,0.7192982456140351,0.5297482837528604,1.6315412950067032,0.07506359580102301,0.0943767609200341,0.11671012843210929,0.0625,0.05943514846558977,-0.16757002804052576,7.709352106227105,15.200000000000001,0.6571428571428573,10.270054984469487,1
15,0,12,0,0.58,2,0,7,600,527,0.88,6,8,10,0.8461538461538461,0.7007978723404256,2.1454537417509147,0.08147542765956964,0.09231719047212361,0.10653652803179073,0.0625,0.05905876502495955,-0.16778681526815026,10.305503871128872,20.8,0.39999999999999997,11.992427010329823,0
9,1,2,2,0.51,2,0,11,493,405,0.82,5,8,2,0.7538461538461538,0.6162570888468809,1.8761874829307414,0.09438502218877279,0.09997179883170937,0.11727344682953636,0.0625,0.0499500926997581,-0.1495131561419555,8.98524426961927,17.333333333333332,0.5428571428571429,11.03945721517232,1
